basin,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW
AL,UNNAMED,1936,13,71,19360918,0600,,HU,35.0N,74.5W,85,962,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360918,1200,,HU,35.9N,74.8W,85,965,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360918,1800,,HU,37.1N,74.8W,80,968,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360919,0000,,HU,38.3N,73.8W,80,969,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360919,0600,,HU,39.8N,72.1W,75,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360919,1200,,EX,41.2N,69.0W,75,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360919,1800,,EX,42.2N,65.4W,75,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360920,0000,,EX,43.0N,61.4W,70,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360920,0600,,EX,43.6N,57.1W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360920,1200,,EX,44.1N,52.9W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360920,1800,,EX,44.6N,49.6W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360921,0000,,EX,45.2N,47.0W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360921,0600,,EX,45.6N,44.0W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360921,1200,,EX,46.0N,41.5W,70,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360921,1800,,EX,46.2N,39.7W,70,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360922,0000,,EX,46.3N,38.2W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360922,0600,,EX,46.7N,36.1W,60,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360922,1200,,EX,47.2N,34.6W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360922,1800,,EX,47.9N,33.7W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360923,0000,,EX,48.8N,32.9W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360923,0600,,EX,50.0N,32.2W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360923,1200,,EX,51.2N,31.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360923,1800,,EX,51.8N,30.5W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360924,0000,,EX,52.1N,29.6W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360924,0600,,EX,52.4N,29.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360924,1200,,EX,52.6N,28.3W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360924,1800,,EX,52.7N,27.7W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360925,0000,,EX,52.5N,27.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360925,0600,,EX,52.3N,26.6W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360925,1200,,EX,52.2N,26.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,13,71,19360925,1800,,EX,52.2N,25.6W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360909,1200,,TD,19.0N,94.0W,25,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360909,1800,,TD,19.0N,94.1W,25,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360910,0000,,TD,19.0N,94.2W,25,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360910,0600,,TD,19.0N,94.3W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360910,1200,,TD,19.0N,94.4W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360910,1800,,TD,19.0N,94.5W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360911,0000,,TS,19.1N,94.6W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360911,0600,,TS,19.3N,94.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360911,1200,,TS,19.6N,94.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360911,1800,,TS,20.1N,94.6W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360912,0000,,TS,20.7N,94.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360912,0600,,TS,21.5N,94.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360912,1200,,TS,22.4N,94.6W,45,1001,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360912,1800,,TS,23.4N,95.1W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360913,0000,,TS,24.4N,95.8W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360913,0600,,TS,25.3N,96.6W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360913,1200,,TS,26.2N,97.4W,45,998,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360913,1800,,TS,26.9N,98.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360914,0000,,TD,27.5N,98.7W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360914,0600,,TD,28.0N,99.3W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360914,1200,,TD,28.4N,99.9W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,14,22,19360914,1800,,TD,28.8N,100.6W,25,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360918,1800,,TD,19.0N,59.7W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360919,0000,,TS,19.5N,61.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360919,0600,,TS,20.0N,62.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360919,1200,,TS,20.5N,63.4W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360919,1800,,TS,21.1N,64.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360920,0000,,TS,21.8N,65.6W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360920,0600,,TS,22.5N,66.7W,60,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360920,1200,,HU,23.3N,67.8W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360920,1800,,HU,24.1N,68.5W,70,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360921,0000,,HU,24.9N,69.1W,75,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360921,0600,,HU,25.7N,69.5W,80,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360921,1200,,HU,26.5N,69.9W,85,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360921,1800,,HU,27.0N,70.3W,90,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360922,0000,,HU,27.5N,70.7W,90,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360922,0600,,HU,27.9N,70.7W,90,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360922,1200,,HU,28.3N,70.2W,90,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360922,1800,,HU,29.0N,69.7W,90,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360923,0000,,HU,29.7N,69.1W,90,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360923,0600,,HU,30.4N,68.7W,85,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360923,1200,,HU,31.1N,68.4W,85,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360923,1800,,HU,32.4N,68.4W,80,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360924,0000,,HU,34.3N,68.5W,80,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360924,0600,,HU,36.3N,68.8W,75,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360924,1200,,HU,38.2N,69.0W,75,983,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360924,1800,,HU,40.2N,68.0W,70,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360925,0000,,EX,42.2N,66.0W,65,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360925,0600,,EX,44.5N,63.8W,60,,,,,,,,,,,,,,
AL,UNNAMED,1936,15,28,19360925,1200,,EX,48.3N,59.8W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361009,1800,,TS,20.3N,91.3W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361010,0000,,TS,20.2N,91.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361010,0600,,TS,20.0N,91.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361010,1200,,TS,19.8N,91.9W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361010,1800,,TS,19.2N,92.3W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361011,0000,,TS,18.3N,92.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361011,0600,,TD,17.5N,92.8W,30,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361011,1200,,TD,16.7N,92.8W,25,,,,,,,,,,,,,,
AL,UNNAMED,1936,16,9,19361011,1800,,TD,16.0N,92.7W,25,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361202,1200,,EX,27.0N,27.0W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361202,1800,,EX,28.0N,27.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361203,0000,,EX,28.8N,28.0W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361203,0600,,EX,29.5N,28.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361203,1200,,EX,30.0N,29.0W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361203,1800,,EX,30.4N,29.4W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361204,0000,,EX,30.7N,29.7W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361204,0600,,EX,30.8N,30.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361204,1200,,EX,31.0N,30.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361204,1800,,EX,31.3N,31.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361205,0000,,TS,31.7N,32.0W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361205,0600,,TS,32.2N,33.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361205,1200,,TS,32.6N,34.1W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361205,1800,,TS,33.0N,35.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361206,0000,,TS,33.3N,35.7W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361206,0600,,TS,33.6N,36.1W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361206,1200,,TS,33.9N,36.4W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361206,1800,,TS,33.8N,37.0W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361207,0000,,TS,33.3N,38.0W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361207,0600,,TS,32.2N,39.7W,55,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361207,1200,,EX,31.0N,42.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361207,1800,,EX,29.7N,44.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361208,0000,,EX,28.4N,45.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361208,0600,,EX,27.1N,47.5W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361208,1200,,EX,26.0N,49.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361208,1800,,EX,25.2N,50.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361209,0000,,EX,24.4N,50.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361209,0600,,EX,23.7N,50.8W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361209,1200,,EX,23.0N,51.0W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361209,1800,,EX,22.3N,51.3W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361210,0000,,EX,21.6N,51.7W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361210,0600,,EX,20.9N,52.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361210,1200,,EX,20.5N,52.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361210,1800,,EX,20.7N,52.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361211,0000,,EX,21.0N,53.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361211,0600,,EX,21.3N,53.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361211,1200,,EX,21.7N,54.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361211,1800,,EX,22.0N,55.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361212,0000,,EX,22.3N,56.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361212,0600,,EX,22.6N,57.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361212,1200,,EX,23.0N,58.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361212,1800,,EX,23.7N,59.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361213,0000,,EX,24.5N,60.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361213,0600,,EX,25.4N,61.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361213,1200,,EX,26.2N,62.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361213,1800,,EX,26.9N,62.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361214,0000,,EX,27.6N,63.4W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361214,0600,,EX,28.3N,63.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361214,1200,,EX,29.0N,63.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361214,1800,,EX,29.9N,62.8W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361215,0000,,EX,31.0N,61.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361215,0600,,EX,32.3N,60.0W,45,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361215,1200,,EX,34.0N,58.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361215,1800,,EX,36.3N,55.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1936,17,55,19361216,0000,,EX,40.0N,51.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370729,0000,,TD,26.5N,85.7W,25,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370729,0600,,TD,27.0N,84.7W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370729,1200,,TS,27.4N,83.9W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370729,1800,,TS,27.8N,83.3W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370729,2200,L,TS,28.1N,82.8W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370730,0000,,TS,28.3N,82.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370730,0600,,TS,29.2N,81.3W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370730,1200,,TS,30.1N,80.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370730,1800,,TS,31.1N,79.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370731,0000,,TS,32.1N,78.3W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370731,0600,,TS,33.1N,77.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370731,1200,,TS,34.2N,76.5W,55,997,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370731,1800,,TS,36.0N,74.4W,60,996,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370801,0000,,EX,37.9N,71.6W,60,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370801,0600,,EX,39.6N,69.2W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370801,1200,,EX,41.1N,66.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370801,1800,,EX,42.5N,64.8W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370802,0000,,EX,43.8N,64.3W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370802,0600,,EX,45.2N,64.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370802,1200,,EX,46.5N,65.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,01,21,19370802,1800,,EX,47.6N,65.9W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370802,1800,,TD,22.8N,75.5W,25,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370803,0000,,TD,23.6N,75.9W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370803,0600,,TD,24.3N,76.2W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370803,1200,,TD,24.9N,76.5W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370803,1800,,TS,25.6N,76.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370804,0000,,TS,26.4N,76.9W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370804,0600,,TS,27.1N,77.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370804,1200,,TS,28.0N,77.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370804,1800,,TS,28.9N,77.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370805,0000,,TS,29.8N,77.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370805,0600,,TS,30.7N,77.0W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370805,1200,,TS,31.7N,76.8W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370805,1800,,TS,32.6N,76.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370806,0000,,TS,33.5N,75.2W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370806,0600,,TS,34.4N,74.3W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370806,1200,,TS,35.4N,73.5W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370806,1800,,TS,36.1N,72.9W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370807,0000,,TS,37.1N,72.2W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370807,0600,,TS,38.5N,71.2W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370807,1200,,TS,39.9N,69.4W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370807,1800,,TS,41.0N,67.8W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370808,0000,,TS,41.8N,66.4W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370808,0600,,TS,42.5N,65.1W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370808,1200,,TS,42.6N,63.7W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370808,1800,,TS,42.6N,62.3W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370809,0000,,TD,42.8N,61.1W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370809,0600,,TD,42.9N,60.2W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,02,28,19370809,1200,,TD,43.2N,59.7W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370824,1200,,TD,17.5N,61.0W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370824,1800,,TD,18.2N,62.1W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370825,0000,,TS,18.9N,63.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370825,0600,,TS,19.6N,64.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370825,1200,,TS,20.3N,65.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370825,1800,,TS,20.8N,66.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370826,0000,,TS,21.4N,67.3W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370826,0600,,TS,21.9N,68.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370826,1200,,TS,22.4N,69.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370826,1800,,TS,22.9N,70.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370827,0000,,TS,23.5N,71.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370827,0600,,TS,24.0N,72.8W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370827,1200,,TS,24.4N,73.7W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370827,1800,,TS,24.5N,74.5W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370828,0000,,TS,24.5N,75.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370828,0600,,TS,24.5N,75.9W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370828,1200,,TS,24.5N,76.5W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370828,1800,,TS,24.8N,77.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370829,0000,,TS,25.5N,77.7W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370829,0600,,TS,26.2N,78.2W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370829,1200,,TS,26.8N,78.6W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370829,1800,,TS,27.5N,78.9W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370830,0000,,TS,28.1N,79.2W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370830,0600,,TS,28.6N,79.7W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370830,1200,,TS,29.0N,80.5W,60,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370830,1400,L,TS,29.1N,80.9W,60,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370830,1800,,TS,29.3N,81.7W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370831,0000,,TS,29.6N,82.9W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370831,0600,,TS,30.1N,84.1W,40,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370831,1200,,TS,30.5N,85.2W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370831,1800,,TS,31.0N,86.1W,35,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370901,0000,,TD,31.4N,86.9W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370901,0600,,TD,31.9N,87.9W,30,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370901,1200,,TD,32.3N,88.8W,25,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370901,1800,,TD,32.9N,89.7W,25,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370902,0000,,TD,33.6N,90.6W,20,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370902,0600,,TD,34.2N,91.3W,20,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370902,1200,,TD,34.8N,92.0W,20,,,,,,,,,,,,,,
AL,UNNAMED,1937,03,39,19370902,1800,,TD,35.5N,92.7W,20,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370909,0000,,TS,17.9N,54.5W,45,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370909,0600,,TS,18.3N,55.0W,50,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370909,1200,,TS,18.7N,55.4W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370909,1800,,TS,19.3N,55.7W,60,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370910,0000,,HU,19.9N,56.0W,65,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370910,0600,,HU,20.5N,56.3W,70,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370910,1200,,HU,21.0N,56.7W,70,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370910,1800,,HU,21.6N,57.1W,75,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370911,0000,,HU,22.3N,57.5W,80,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370911,0600,,HU,23.1N,58.0W,80,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370911,1200,,HU,24.0N,58.5W,80,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370911,1800,,HU,25.1N,59.1W,80,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370912,0000,,HU,26.2N,59.6W,80,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370912,0600,,HU,27.4N,60.0W,85,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370912,1200,,HU,28.7N,60.4W,85,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370912,1800,,HU,30.1N,61.0W,80,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370913,0000,,HU,31.6N,61.9W,75,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370913,0600,,HU,33.2N,62.9W,70,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370913,1200,,HU,35.0N,63.8W,65,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370913,1800,,TS,37.4N,64.6W,60,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370914,0000,,TS,40.1N,65.2W,60,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370914,0600,,EX,42.8N,65.4W,55,,,,,,,,,,,,,,
AL,UNNAMED,1937,04,24,19370914,1200,,EX,45.5N,65.6W,45,,,,,,,,,,,,,,
